[2009/05/24 23:49:03; ip=84.2.186.99] as?#Nem.
[2009/09/21 22:32:18; ip=213.16.84.140] okos vagy?#Nem.
[2009/09/21 22:32:20; ip=213.16.84.140] okos vagy?#Nem.
[2009/09/21 22:32:32; ip=213.16.84.140] magas?#Nem.
[2009/09/21 22:32:37; ip=213.16.84.140] alacsony?#Nem.
[2009/09/21 22:32:41; ip=213.16.84.140] vidám?#Nem.
[2009/09/21 22:32:41; ip=213.16.84.140] vidám?#Nem.
[2009/09/21 22:32:56; ip=213.16.84.140] vidám?#Nem.
[2009/09/21 22:33:03; ip=213.16.84.140] autó?#Igen.
[2009/09/21 23:55:13; ip=89.134.215.13] igen?#Nem.
[2009/09/21 23:55:17; ip=89.134.215.13] igen?#Nem.
[2009/09/21 23:55:18; ip=89.134.215.13] igen?#Nem.
[2009/09/21 23:55:24; ip=89.134.215.13] nem?#Nem.
[2009/09/21 23:55:45; ip=89.134.215.13] gonoldtam egy szamra. kitalalod?#Igen.
[2009/09/21 23:56:00; ip=89.134.215.13] tudod?#Nem.
[2009/09/21 23:56:12; ip=89.134.215.13] tenyleg?#Nem.
[2009/09/21 23:56:20; ip=89.134.215.13] hulye vagy?#Nem.
[2009/09/21 23:56:26; ip=89.134.215.13] keszitod?#Igen.
[2009/09/23 11:45:42; ip=193.225.174.5] magyar nemzetiségű?#Nem.
[2009/09/23 11:45:57; ip=193.225.174.5] európában született?#Nem.
[2009/09/23 11:46:05; ip=193.225.174.5] amerikában született?#Igen.
[2009/09/23 11:46:15; ip=193.225.174.5] amerikában élt?#Nem.
[2009/09/23 11:46:31; ip=193.225.174.5] ázsiában született?#Igen.
[2009/09/23 11:46:49; ip=193.225.174.5] bulgár?#Nem.
[2009/09/23 11:46:56; ip=193.225.174.5] krumpli?#Igen.
[2009/09/23 11:47:11; ip=193.225.174.5] én vagyok?#Nem.
[2009/10/04 23:37:21; ip=78.92.212.55] Élő személy?#Nem.
[2009/10/04 23:37:32; ip=78.92.212.55] történelmi személy?#Eldöntendő kérdést kérek.
[2009/10/04 23:37:56; ip=78.92.212.55] 19. században élt?#Nem.
[2009/10/04 23:38:04; ip=78.92.212.55] 20. századi?#Nem.
[2009/10/04 23:38:18; ip=78.92.212.55] 18. századi?#Igen.
[2009/10/04 23:38:24; ip=78.92.212.55] férfi?#Igen.
[2009/10/04 23:38:38; ip=78.92.212.55] matematikus?#Igen.
[2009/10/04 23:39:11; ip=78.92.212.55] francia?#Igen.
[2009/10/04 23:41:42; ip=78.92.212.55] neveztek el róla háromszöget?#Igen.
[2009/10/04 23:41:57; ip=78.92.212.55] blaise pascal ?#Igen.
[2009/10/04 23:42:13; ip=78.92.212.55] Élő személy?#Igen.
[2009/10/04 23:42:22; ip=78.92.212.55] politikus?#Igen.
[2009/10/04 23:42:37; ip=78.92.212.55] magyar?#Igen.
[2009/10/10 07:53:16; ip=89.223.176.115] híres?#Igen.
[2009/10/10 07:53:23; ip=89.223.176.115] halott?#Igen.
[2009/10/10 07:53:30; ip=89.223.176.115] Élő?#Nem.
[2009/10/10 07:53:38; ip=89.223.176.115] még él?#Igen.
[2009/10/10 07:59:32; ip=89.223.176.115] költő?#Igen.
[2009/10/10 07:59:39; ip=89.223.176.115] petőfi?#Nem.
[2009/10/12 10:07:24; ip=80.98.154.42] férfi?#Igen.
[2009/10/12 10:07:31; ip=80.98.154.42] tv-s?#Igen.
[2009/10/12 10:07:47; ip=80.98.154.42] bárdos andrás?#Igen.
[2009/10/12 10:08:00; ip=80.98.154.42] bárdos andrás?#Nem.
[2009/10/12 10:08:06; ip=80.98.154.42] nő?#Igen.
[2009/10/12 10:08:15; ip=80.98.154.42] máté krisztina?#Igen.
[2009/10/12 10:08:29; ip=80.98.154.42] hülyeség?#Igen.
[2009/10/12 12:06:11; ip=193.26.47.69] élő személy?#Igen.
[2009/10/12 12:06:20; ip=193.26.47.69] férfi?#Igen.
[2009/10/12 12:06:42; ip=193.26.47.69] politikus?#Nem.
[2009/10/12 12:07:21; ip=193.26.47.69] sportoló?#Igen.
[2009/10/12 12:07:27; ip=193.26.47.69] férfi?#Nem.
[2009/10/12 12:07:39; ip=193.26.47.69] élő személy?#Nem.
[2009/10/12 12:07:41; ip=216.104.15.138] #Nem.
[2009/10/12 12:07:56; ip=193.26.47.69] magyar?#Igen.
[2009/10/12 12:08:35; ip=193.26.47.69] öttusázó?#Igen.
[2009/10/12 12:12:39; ip=193.26.47.69] emhő réka?#Igen.
[2009/10/12 12:13:09; ip=193.26.47.69] élő?#Nem.
[2009/10/12 12:13:17; ip=193.26.47.69] férfi?#Nem.
[2009/10/12 12:13:27; ip=193.26.47.69] magyar?#Igen.
[2009/10/12 12:13:34; ip=193.26.47.69] politikus?#Igen.
[2009/10/12 12:14:22; ip=193.26.47.69] hámán kató?#Igen.
[2009/10/12 12:14:44; ip=193.26.47.69] szebeni andrás?#Nem.
[2009/10/12 12:15:01; ip=193.26.47.69] kádár jánosné?#Igen.
[2009/10/12 12:53:32; ip=91.120.52.140] nő?#Igen.
[2009/10/12 12:53:39; ip=91.120.52.140] élő?#Nem.
[2009/10/12 12:53:42; ip=91.120.52.140] halott?#Nem.
[2009/10/12 12:53:49; ip=91.120.52.140] élőhalott?#Nem.
[2009/10/12 12:53:54; ip=91.120.52.140] kitalált?#Igen.
[2009/10/12 12:54:00; ip=91.120.52.140] regényhős?#Igen.
[2009/10/12 12:54:21; ip=91.120.52.140] fiatal?#Igen.
[2009/10/12 12:54:26; ip=91.120.52.140] idős?#Nem.
[2009/10/12 12:54:36; ip=91.120.52.140] fiatalabb, mint 20 év?#Nem.
[2009/10/12 12:54:41; ip=91.120.52.140] 25 éves?#Nem.
[2009/10/12 12:54:51; ip=91.120.52.140] idősebb, mint 25 év?#Igen.
[2009/10/12 12:55:01; ip=91.120.52.140] fiatalabb, mint 35 év?#Nem.
[2009/10/12 12:55:10; ip=91.120.52.140] piroska?#Nem.
[2009/10/12 12:55:14; ip=91.120.52.140] hófehérke?#Igen.
[2009/10/18 23:10:46; ip=89.132.9.60] színész?#Igen.
[2009/10/18 23:10:52; ip=89.132.9.60] férfi?#Nem.
[2009/10/18 23:11:00; ip=89.132.9.60] még él?#Nem.
[2009/10/18 23:11:11; ip=89.132.9.60] magyar?#Igen.
[2009/10/18 23:11:21; ip=89.132.9.60] énekes?#Nem.
[2009/10/18 23:11:32; ip=89.132.9.60] filmekben szerepelt?#Nem.
[2009/11/19 00:18:46; ip=62.165.250.7] férfi?#Nem.
[2009/11/19 00:18:56; ip=62.165.250.7] nő?#Igen.
[2009/11/19 00:19:11; ip=62.165.250.7] én vagyok?#Nem.
[2009/11/19 00:19:23; ip=62.165.250.7] te vagy?#Igen.
[2009/11/19 00:19:50; ip=62.165.250.7] nem találtam el?#Nem.
[2009/11/19 00:20:06; ip=62.165.250.7] akkor csak te lehetsz!?#Igen.
[2009/12/07 14:04:43; ip=79.179.208.129] él?#Igen.
[2009/12/07 14:04:53; ip=79.179.208.129] magyar?#Nem.
[2009/12/07 14:05:03; ip=79.179.208.129] amerikai?#Nem.
[2009/12/07 14:05:09; ip=79.179.208.129] brit?#Nem.
[2009/12/07 14:05:15; ip=79.179.208.129] angol?#Nem.
[2009/12/07 14:05:21; ip=79.179.208.129] francia?#Igen.
[2009/12/07 14:05:30; ip=79.179.208.129] tudós?#Nem.
[2009/12/07 14:05:47; ip=79.179.208.129] író?#Nem.
[2009/12/07 14:05:54; ip=79.179.208.129] híres ember?#Igen.
[2009/12/07 14:06:03; ip=79.179.208.129] zenész?#Igen.
[2009/12/07 14:06:14; ip=79.179.208.129] komoly zenével foglalkozik?#Nem.
[2009/12/07 14:06:19; ip=79.179.208.129] könnyű zenével foglalkozik?#Nem.
[2009/12/07 14:06:23; ip=79.179.208.129] könnyűzenével foglalkozik?#Nem.
[2009/12/07 14:06:32; ip=79.179.208.129] komolyzenével foglalkozik?#Nem.
[2009/12/07 14:06:49; ip=79.179.208.129] énekel?#Nem.
[2009/12/07 14:06:56; ip=79.179.208.129] hangszeren játszik?#Igen.
[2009/12/07 14:07:07; ip=79.179.208.129] egy hangszeren játszik?#Igen.
[2009/12/07 14:07:11; ip=79.179.208.129] több hangszeren játszik?#Igen.
[2009/12/07 14:07:36; ip=79.179.208.129] én ismerem?#Nem.
[2009/12/07 14:07:52; ip=79.179.208.129] akkor ennek most van értelme?#Igen.
[2009/12/07 14:08:48; ip=79.179.208.129] fiatal?#Nem.
[2009/12/07 14:08:56; ip=79.179.208.129] ötven év felett van?#Igen.
[2009/12/07 14:09:01; ip=79.179.208.129] hatvan év felett van?#Igen.
[2009/12/07 14:09:08; ip=79.179.208.129] hetven év felett van?#Igen.
[2009/12/07 14:09:14; ip=79.179.208.129] nyolcvan év felett van?#Igen.
[2009/12/07 14:09:19; ip=79.179.208.129] kilencven év felett van?#Nem.
[2009/12/07 14:09:30; ip=79.179.208.129] ma is zenél?#Nem.
[2009/12/07 14:09:38; ip=79.179.208.129] nagyon híres?#Igen.
[2009/12/07 14:09:59; ip=79.179.208.129] nyolcvanöt év felett van?#Nem.
[2009/12/07 14:10:04; ip=79.179.208.129] nyolcvankét év felett van?#Nem.
[2009/12/07 14:10:14; ip=79.179.208.129] nyolcvanegy éves?#Igen.
[2009/12/07 14:10:41; ip=79.179.208.129] 1928-ban született?#Nem.
[2009/12/07 14:10:51; ip=79.179.208.129] 1927-ben született?#Igen.
[2009/12/07 14:12:15; ip=79.179.208.129] franciaországban született?#Nem.
[2009/12/07 14:12:20; ip=79.179.208.129] magyarországon született?#Nem.
[2009/12/07 14:12:28; ip=79.179.208.129] európában született?#Nem.
[2009/12/07 14:12:35; ip=79.179.208.129] tudjuk, hogy hol született?#Eldöntendő kérdést kérek.
[2009/12/07 14:13:07; ip=79.179.208.129] születési helye ismert?#Igen.
[2009/12/07 14:13:18; ip=79.179.208.129] afrikában született?#Nem.
[2009/12/07 14:13:22; ip=79.179.208.129] amerikában született?#Igen.
[2009/12/07 14:16:17; ip=79.179.208.129] nő?#Nem.
[2009/12/07 14:16:21; ip=79.179.208.129] férfi?#Igen.
[2009/12/07 14:22:03; ip=79.179.208.129] csak zenei munkásságáról híres?#Igen.
[2009/12/07 14:22:14; ip=79.179.208.129] zeneszerző?#Igen.
[2009/12/07 14:23:24; ip=79.179.208.129] filmzenét is írt?#Igen.
[2009/12/07 14:24:37; ip=79.179.208.129] magyarországon is híres?#Igen.
[2009/12/07 14:24:48; ip=79.179.208.129] biztos, hogy én nem ismerem?#Eldöntendő kérdést kérek.
[2009/12/07 14:26:56; ip=79.179.208.129] elképzelhető, hogy mégsem él már?#Eldöntendő kérdést kérek.
[2009/12/07 14:27:14; ip=79.179.208.129] jacques bondon?#Nem.
[2009/12/07 14:29:02; ip=79.179.208.129] híres film zenéjét is írt?#Igen.
[2009/12/07 14:29:09; ip=79.179.208.129] a filmet ismerhetem?#Nem.
[2009/12/07 14:29:19; ip=79.179.208.129] a filmet ismertem?#Nem.
[2009/12/07 14:29:22; ip=79.179.208.129] a filmet ismerem?#Nem.
[2009/12/07 14:29:49; ip=79.179.208.129] amerikai film zenéjét is írt?#Nem.
[2009/12/07 14:29:56; ip=79.179.208.129] francia film zenéjét is írt?#Igen.
[2009/12/07 14:30:00; ip=79.179.208.129] magyar film zenéjét is írt?#Nem.
[2009/12/07 14:31:25; ip=79.179.208.129] járt magyarországon?#Nem.
[2009/12/07 14:31:35; ip=79.179.208.129] párizsban él?#Igen.
[2009/12/07 14:31:45; ip=79.179.208.129] zsidó?#Nem.
[2009/12/07 14:32:19; ip=79.179.208.129] szokott koncertezni?#Nem.
[2009/12/07 14:32:33; ip=79.179.208.129] több híres film zenéjét is írta?#Igen.
[2009/12/07 14:32:51; ip=79.179.208.129] minden híres film, amelynek a zenéjét írta francia?#Igen.
[2009/12/07 14:35:36; ip=79.179.208.129] a google ismeri?#Igen.
[2009/12/07 14:36:15; ip=79.179.208.129] elsősorban zeneszerző?#Nem.
[2009/12/07 14:36:21; ip=79.179.208.129] elsősorban zenész?#Nem.
[2009/12/07 14:36:35; ip=79.179.208.129] van más foglalkozása is?#Igen.
[2009/12/07 14:36:49; ip=79.179.208.129] énekes?#Igen.
[2009/12/07 14:37:06; ip=79.179.208.129] ma is énekel?#Nem.
[2009/12/07 14:37:24; ip=79.179.208.129] együttesben énekel?#Igen.
[2009/12/07 14:37:39; ip=79.179.208.129] az együttese híres?#Nem.
[2009/12/07 14:37:46; ip=79.179.208.129] az együttese az ő nevét viseli?#Igen.
[2009/12/07 14:38:11; ip=79.179.208.129] elsősorban az együtteséről híres?#Igen.
[2009/12/07 14:39:27; ip=79.179.208.129] az együttese popzenét játszik?#Nem.
[2009/12/07 14:39:46; ip=79.179.208.129] az együttese komoly zenét játszott?#Nem.
[2009/12/07 14:40:10; ip=79.179.208.129] volt már aki kitalálta?#Eldöntendő kérdést kérek.
[2009/12/07 14:41:35; ip=79.179.208.129] francia neve van?#Igen.
[2009/12/07 17:56:10; ip=79.183.224.236] francia?#Igen.
[2009/12/07 17:56:16; ip=79.183.224.236] zeneszerző?#Igen.
[2009/12/07 17:56:24; ip=79.183.224.236] zenész?#Igen.
[2009/12/07 17:57:59; ip=79.183.224.236] zenész?#Igen.
[2009/12/07 17:58:06; ip=79.183.224.236] francia?#Igen.
[2009/12/07 17:58:14; ip=79.183.224.236] híres?#Igen.
[2009/12/07 17:58:28; ip=79.183.224.236] rákérdezhetek?#Igen.
[2009/12/07 17:58:35; ip=79.183.224.236] ki az?#Eldöntendő kérdést kérek.
[2009/12/07 18:17:59; ip=79.183.224.236] serge baudo?#Igen.
[2009/12/07 18:29:13; ip=89.132.100.118] férfi?#Igen.
[2009/12/07 18:29:17; ip=89.132.100.118] férfiél?#Nem.
[2009/12/07 18:29:24; ip=89.132.100.118] magyar?#Nem.
[2009/12/07 18:30:10; ip=89.132.100.118] él?#Igen.
[2009/12/07 18:30:27; ip=89.132.100.118] író?#Nem.
[2009/12/07 18:30:33; ip=89.132.100.118] zenész?#Igen.
[2009/12/07 18:30:48; ip=89.132.100.118] klasszikus?#Igen.
[2009/12/07 18:30:56; ip=89.132.100.118] zongora?#Igen.
[2009/12/07 18:31:03; ip=89.132.100.118] zongorista?#Igen.
[2009/12/07 18:31:43; ip=89.132.100.118] orosz?#Igen.
[2009/12/07 18:32:08; ip=89.132.100.118] rahmanyinov?#Igen.
[2009/12/07 18:35:50; ip=89.132.100.118] sergey rachmaninov?#Igen.
[2009/12/07 18:39:18; ip=89.132.100.118] baudo, serge?#Nem.
[2009/12/07 18:40:14; ip=89.132.100.118] alexandr iljics ziloti?#Nem.
[2009/12/07 18:41:03; ip=89.132.100.118] luganszkij?#Igen.
[2009/12/07 18:41:50; ip=89.132.100.118] zsidó?#Nem.
[2009/12/07 18:42:47; ip=89.132.100.118] francia?#Igen.
[2009/12/07 18:43:05; ip=89.132.100.118] olasz?#Nem.
[2009/12/07 18:43:10; ip=89.132.100.118] amerikai?#Nem.
[2009/12/07 18:43:15; ip=89.132.100.118] német?#Nem.
[2009/12/07 18:49:27; ip=88.180.87.182] élő ember?#Nem.
[2009/12/07 18:49:33; ip=88.180.87.182] magyar?#Igen.
[2009/12/07 18:49:40; ip=88.180.87.182] férfi?#Nem.
[2009/12/07 18:49:53; ip=88.180.87.182] politikus?#Igen.
[2009/12/07 18:50:21; ip=88.180.87.182] zeneszerző?#Nem.
[2009/12/07 18:50:32; ip=88.180.87.182] kéthly anna?#Igen.
[2009/12/07 19:46:12; ip=88.180.87.182] kéthly anna?#Nem.
[2009/12/07 19:46:17; ip=88.180.87.182] magyar?#Nem.
[2009/12/07 19:46:21; ip=88.180.87.182] amerikai?#Nem.
[2009/12/07 19:46:24; ip=88.180.87.182] angol?#Nem.
[2009/12/07 19:46:30; ip=88.180.87.182] ausztrál?#Igen.
[2009/12/07 19:46:40; ip=88.180.87.182] énekes?#Igen.
[2009/12/07 19:46:44; ip=88.180.87.182] él?#Igen.
[2009/12/07 19:46:51; ip=88.180.87.182] peter andré?#Igen.
[2009/12/08 12:37:34; ip=213.163.9.186] igen?#Nem.
[2009/12/08 12:37:41; ip=213.163.9.186] petike?#Igen.
[2009/12/08 12:37:50; ip=213.163.9.186] ötlet?#Igen.
[2009/12/10 21:50:58; ip=94.21.170.205] Öreg?#Nem.
[2009/12/10 21:51:03; ip=94.21.170.205] fiatal?#Igen.
[2009/12/10 21:51:07; ip=94.21.170.205] nehéz?#Igen.
[2009/12/10 21:51:10; ip=94.21.170.205] picsa?#Igen.
[2009/12/10 21:51:17; ip=94.21.170.205] te?#Igen.
[2009/12/10 21:51:20; ip=94.21.170.205] Én?#Nem.
[2009/12/10 21:51:30; ip=94.21.170.205] igen?#Igen.
[2009/12/10 21:51:33; ip=94.21.170.205] igennem?#Igen.
[2009/12/10 21:51:37; ip=94.21.170.205] west?#Igen.
[2009/12/10 21:51:39; ip=94.21.170.205] te?#Igen.
[2009/12/19 17:36:43; ip=89.132.124.181] ki?#Eldöntendő kérdést kérek.
[2009/12/19 17:36:53; ip=89.132.124.181] ki?#Eldöntendő kérdést kérek.
[2009/12/19 17:37:00; ip=89.132.124.181] ki?#Eldöntendő kérdést kérek.
[2009/12/19 17:37:30; ip=89.132.124.181] igen?#Nem.
[2009/12/19 17:37:43; ip=89.132.124.181] igen, hogy nem?#Eldöntendő kérdést kérek.
[2009/12/19 17:38:06; ip=89.132.124.181] igen?#Nem.
[2009/12/19 17:38:20; ip=89.132.124.181] nem?#Nem.
[2009/12/19 17:38:31; ip=89.132.124.181] biztos?#Nem.
[2009/12/19 17:38:40; ip=89.132.124.181] nem?#Nem.
[2009/12/19 17:38:58; ip=89.132.124.181] gondoltam egy személyre?#Igen.
[2009/12/19 17:39:12; ip=89.132.124.181] encsére?#Nem.
[2009/12/19 17:39:22; ip=89.132.124.181] rám?#Nem.
[2009/12/19 17:39:38; ip=89.132.124.181] andrásrá?#Nem.
[2009/12/21 13:44:07; ip=89.132.124.181] .?#Nem.
[2009/12/21 13:44:20; ip=89.132.124.181] ă?#Nem.
[2009/12/21 13:44:31; ip=89.132.124.181] 12345678900?#Igen.
[2009/12/21 13:44:47; ip=89.132.124.181] 1234567890*10?#Nem.
[2009/12/21 13:44:57; ip=89.132.124.181] 1234567890 0?#Igen.
[2009/12/21 13:45:13; ip=89.132.124.181] 1 2 3 4 5 6 7 8 9 0 0?#Nem.
[2009/12/27 19:16:34; ip=213.178.119.55] gazdag leszek?#Igen.
[2009/12/27 19:16:45; ip=213.178.119.55] boldog leszek?#Igen.
[2009/12/27 19:17:07; ip=213.178.119.55] valami viszonzást elfogadsz a jó tanácsokért?#Eldöntendő kérdést kérek.
[2009/12/27 19:17:27; ip=213.178.119.55] el tudod dönteni, hogy mi az eldöntendő kérdés?#Eldöntendő kérdést kérek.
[2009/12/27 19:17:54; ip=213.178.119.55] Értem a feladatot?#Nem.
[2009/12/27 19:18:04; ip=213.178.119.55] buzi-e vagyok?#Nem.
[2009/12/27 19:18:34; ip=213.178.119.55] Élő személy?#Igen.
[2009/12/27 19:18:42; ip=213.178.119.55] 1950 után született?#Igen.
[2009/12/27 19:18:46; ip=213.178.119.55] 1990 után született?#Igen.
[2009/12/27 19:18:50; ip=213.178.119.55] 2000 után született?#Igen.
[2009/12/27 19:18:52; ip=213.178.119.55] 2010 után született?#Igen.
[2009/12/27 19:18:54; ip=213.178.119.55] 2070 után született?#Nem.
[2009/12/27 19:18:58; ip=213.178.119.55] 2050 után született?#Igen.
[2009/12/27 19:19:01; ip=213.178.119.55] 2060 után született?#Nem.
[2009/12/27 19:19:06; ip=213.178.119.55] 2055 után született?#Igen.
[2009/12/27 19:19:09; ip=213.178.119.55] 2057 után született?#Igen.
[2009/12/27 19:19:11; ip=213.178.119.55] 2058 után született?#Nem.
[2009/12/27 19:19:18; ip=213.178.119.55] 2057-benű született?#Nem.
[2009/12/27 19:19:21; ip=213.178.119.55] 2057-ben született?#Igen.
[2009/12/27 19:19:28; ip=213.178.119.55] januárban?#Igen.
[2009/12/27 19:19:34; ip=213.178.119.55] februárban?#Nem.
[2009/12/27 19:19:45; ip=213.178.119.55] akkor márciusban?#Nem.
[2009/12/27 19:19:57; ip=213.178.119.55] de az év második felében, ugye?#Nem.
[2009/12/27 19:20:02; ip=213.178.119.55] az elsőben?#Igen.
[2009/12/27 19:20:20; ip=213.178.119.55] nem lehet, hogy mégis a huszadik században született?#Eldöntendő kérdést kérek.
[2009/12/27 19:20:34; ip=213.178.119.55] nem ismered fel az eldöntendő kérdéseket?#Nem.
[2009/12/27 19:20:49; ip=213.178.119.55] andrás még magyarországon van?#Nem.
[2009/12/27 19:20:53; ip=213.178.119.55] szép vagyok?#Igen.
[2009/12/27 19:21:00; ip=213.178.119.55] biztos vagy benne?#Igen.
[2009/12/27 19:21:12; ip=213.178.119.55] más is szépnek tart?#Nem.
[2009/12/27 19:21:25; ip=213.178.119.55] ez összefügg az önbizalmammal?#Igen.
[2009/12/27 19:21:40; ip=213.178.119.55] ha javul az önbizalmam, más is szépnek tart?#Igen.
[2009/12/27 19:21:50; ip=213.178.119.55] logolod a kérdéseket?#Igen.
[2009/12/27 19:22:09; ip=213.178.119.55] elküldöd az üdvözletemet a 98-as progmat évfolyamnak?#Nem.
[2009/12/27 19:22:21; ip=213.178.119.55] de azért elköszönhetek?#Nem.
[2009/12/27 19:22:51; ip=213.178.119.55] ha másképp állok hozzá, nem leszel ilyen ellenséges?#Igen.
[2009/12/27 19:23:02; ip=213.178.119.55] mondd, bántottak téged gyerekkorodban?#Nem.
[2009/12/27 19:23:20; ip=213.178.119.55] van valami, ami nagyon fáj neked?#Eldöntendő kérdést kérek.
[2009/12/27 19:23:25; ip=213.178.119.55] fáj valami?#Eldöntendő kérdést kérek.
[2009/12/27 19:23:41; ip=213.178.119.55] ki akarod vágni magad?#Eldöntendő kérdést kérek.
[2009/12/27 19:24:24; ip=213.178.119.55] m-x doctor-t ismered-e?#Nem.
[2009/12/27 19:24:41; ip=213.178.119.55] akkor nem tudod biztosan állítani, hogy jobb vagy-e nála?#Eldöntendő kérdést kérek.
[2009/12/27 19:24:56; ip=213.178.119.55] az egyszerű kérdéseket szereted?#Nem.
[2009/12/27 19:25:06; ip=213.178.119.55] a bonyolultakat is megérted?#Nem.
[2009/12/27 19:25:13; ip=213.178.119.55] az egyszerűeket érted?#Nem.
[2009/12/27 19:25:25; ip=213.178.119.55] azért némi humorod van?#Eldöntendő kérdést kérek.
[2009/12/27 19:25:28; ip=213.178.119.55] azért némi humorod van-e?#Eldöntendő kérdést kérek.
[2009/12/27 19:25:38; ip=213.178.119.55] szerinted ez vicces?#Nem.
[2009/12/27 19:25:55; ip=213.178.119.55] nem haragszol, ha most lelépek?#Nem.
[2009/12/27 19:26:08; ip=213.178.119.55] elköszönsz-e tőlem?#Nem.
[2010/01/03 19:15:10; ip=81.182.168.206] egy pingvinre?#Nem.
[2010/01/03 19:15:17; ip=81.182.168.206] egy sütire?#Nem.
[2010/01/03 19:15:22; ip=81.182.168.206] egy kurvára?#Nem.
[2010/01/03 19:15:28; ip=81.182.168.206] egy vágó istvánra?#Igen.
[2010/01/03 19:15:32; ip=81.182.168.206] egy vágó istvánra asdsdasdas?#Igen.
[2010/01/03 19:15:36; ip=81.182.168.206] egy vágó istánra asdsdasdas?#Igen.
[2010/01/03 19:15:39; ip=81.182.168.206] egy vágó?#Igen.
[2010/01/03 19:15:42; ip=81.182.168.206] egy vgó?#Igen.
[2010/01/03 19:15:44; ip=81.182.168.206] egy vg?#Nem.
[2010/01/03 19:15:47; ip=81.182.168.206] egy vgó?#Igen.
[2010/01/03 19:15:49; ip=81.182.168.206] egy gó?#Nem.
[2010/01/03 19:15:54; ip=81.182.168.206] egy vó?#Igen.
[2010/01/03 19:15:57; ip=81.182.168.206] y vó?#Nem.
[2010/01/10 21:12:45; ip=86.101.129.19] nem?#Nem.
[2010/01/10 21:12:50; ip=86.101.129.19] nem?#Igen.
[2010/01/12 17:52:45; ip=145.236.184.128] nem?#Igen.
[2010/01/12 17:52:52; ip=145.236.184.128] igen?#Igen.
[2010/01/23 21:33:25; ip=92.63.254.194] stohl andrás?#Nem.
[2010/01/23 21:33:54; ip=92.63.254.194] abdul?#Igen.
[2010/01/23 21:34:23; ip=92.63.254.194] abdul?#Nem.
[2010/01/23 21:34:34; ip=92.63.254.194] stohl andrás?#Igen.
[2010/01/23 21:34:46; ip=92.63.254.194] apád?#Nem.
[2010/01/23 21:34:51; ip=92.63.254.194] anyád?#Igen.
[2010/01/29 12:22:06; ip=79.120.193.114] férfi?#Igen.
[2010/01/29 12:22:47; ip=79.120.193.114] tv-s?#Igen.
[2010/01/29 12:22:58; ip=79.120.193.114] szakállas?#Igen.
[2010/01/29 12:23:13; ip=79.120.193.114] szakállasszemüveges?#Igen.
[2010/02/05 21:26:11; ip=91.120.136.33] férfi?#Igen.
[2010/02/05 21:27:20; ip=91.120.136.33] magyar?#Nem.
[2010/02/05 21:27:25; ip=91.120.136.33] angol?#Nem.
[2010/02/05 21:27:33; ip=91.120.136.33] színész?#Nem.
[2010/02/05 21:27:39; ip=91.120.136.33] énekes?#Igen.
[2010/02/05 21:27:47; ip=91.120.136.33] fehér?#Igen.
[2010/02/05 21:27:53; ip=91.120.136.33] rapper?#Nem.
[2010/02/05 21:28:19; ip=91.120.136.33] komoly zenész?#Nem.
[2010/02/05 21:28:34; ip=91.120.136.33] együttesben?#Igen.
[2010/02/05 21:28:45; ip=91.120.136.33] pop?#Nem.
[2010/02/05 21:28:49; ip=91.120.136.33] metal?#Nem.
[2010/02/05 21:29:48; ip=91.120.136.33] #Nem.
[2010/02/06 16:44:27; ip=92.249.211.144] igen?#Igen.
[2010/02/06 16:44:33; ip=92.249.211.144] igen?#Igen.
[2010/02/06 16:45:41; ip=92.249.211.144] szia?#Igen.
[2010/02/06 16:45:45; ip=92.249.211.144] nem?#Igen.
[2010/02/06 16:46:19; ip=92.249.211.144] marcinak hívnak?#Igen.
[2010/02/06 16:46:25; ip=92.249.211.144] lacinak hívnak?#Nem.
[2010/02/06 16:46:34; ip=92.249.211.144] ferinak hívnak?#Nem.
[2010/02/06 16:46:39; ip=92.249.211.144] marcinak hívnak?#Igen.
[2010/02/06 16:46:44; ip=92.249.211.144] marcik hívnak?#Igen.
[2010/02/16 16:49:30; ip=85.66.189.208] magyar?#Igen.
[2010/02/16 16:49:39; ip=85.66.189.208] sportoló?#Igen.
[2010/02/16 16:49:52; ip=85.66.189.208] olimpikon?#Nem.
[2010/02/16 16:49:59; ip=85.66.189.208] focista?#Nem.
[2010/02/16 16:50:04; ip=85.66.189.208] élő?#Nem.
[2010/02/16 16:50:11; ip=85.66.189.208] rákérdezhetek?#Nem.
[2010/02/16 16:50:40; ip=85.66.189.208] technikai sportoló?#Nem.
[2010/02/16 16:50:49; ip=85.66.189.208] úszó?#Nem.
[2010/02/16 16:50:59; ip=85.66.189.208] labda?#Igen.
[2010/02/16 16:51:05; ip=85.66.189.208] kézilabda?#Nem.
[2010/02/16 16:51:11; ip=85.66.189.208] kosárlabda?#Nem.
[2010/02/16 16:51:18; ip=85.66.189.208] labdarúgás?#Nem.
[2010/02/16 16:51:35; ip=85.66.189.208] golf?#Nem.
[2010/02/16 16:51:50; ip=85.66.189.208] golfkülföldi?#Nem.
[2010/02/16 16:51:55; ip=85.66.189.208] külföldi?#Nem.
[2010/02/16 16:52:59; ip=85.66.189.208] külföldi?#Igen.
[2010/02/16 16:53:03; ip=85.66.189.208] magyar?#Nem.
[2010/02/16 16:53:08; ip=85.66.189.208] amerikai?#Nem.
[2010/02/16 16:53:10; ip=85.66.189.208] amerikaiangol?#Nem.
